val_macro_f1-score,val_macro_recall,val_micro_accuracy,val_macro_precision,val_weighted_precision,val_weighted_recall,val_weighted_f1-score,val_balanced_accuracy,test_macro_f1-score,test_macro_recall,test_micro_accuracy,test_macro_precision,test_weighted_precision,test_weighted_recall,test_weighted_f1-score,test_balanced_accuracy,test_macro_ovr_roc_auc_score,test_time,learning_rate,loss_function,batch_size,optimizer,betas,amsgrad,weight_decay,epochs_taken,train_insertions,train_deletions,train_mutation_rate,model_name,oversample,confidence_threshold,seq_count_threshold,seq_len,test_insertions,test_deletions,test_mutation_rate,tag_and_primer,reverse_complements,k_folds,k_iters,encoding_mode,test_split,load_existing_train_test,layer1_input_channels,layer1_output_channels,layer1_conv_kernel,layer1_stride,layer1_padding,layer1_dropout,layer1_pool_kernel,layer2_input_channels,layer2_output_channels,layer2_conv_kernel,layer2_stride,layer2_padding,layer2_dropout,layer2_pool_kernel,datetime,trials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.94954955,0.975675676,0.963687564,0.972972973,1,0.976849894,0.978400282,0.975,0.896367521,0.916666667,0.92,0.954059829,0.956190476,0.92,0.901904762,0.916666667,0.996720765,0.021645069,0.005,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,612,7,1,1,0.2,0,612,196,8,2,1,0.6,2,20240104_201817,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.963687564,1,1,1,1,1,0.902136752,0.916666667,0.92,0.941239316,0.943809524,0.92,0.907428571,0.916666667,0.997402422,0.036853075,0.001,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,5,1,0,0.3,2,342,196,9,1,1,0,0,20240104_203230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.984156863,0.992078431,0.963687564,0.992078431,1,0.989943503,0.989943503,0.991918367,0.874358974,0.897435897,0.902857143,0.941239316,0.943809524,0.902857143,0.882666667,0.897435897,0.998562792,0.022609949,0.004,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,612,7,1,2,0,0,,,,,,,,20240104_210624,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.963681875,1,1,1,1,1,0.905982906,0.919871795,0.92,0.947649573,0.95047619,0.92,0.90952381,0.919871795,0.997622826,0.022140265,0.007,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,8,1,1,0.1,2,128,196,6,1,2,0.1,2,20240103_013102,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.963681875,1,1,1,1,1,0.893803419,0.913461538,0.914285714,0.958333333,0.956190476,0.914285714,0.896380952,0.913461538,0.998857304,0.018213511,0.0008,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,17,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,6,1,1,0.1,3,,,,,,,,20240103_022848,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.971171171,0.986486486,0.963681875,0.983783784,1,0.98615222,0.987667371,0.986111111,0.86965812,0.897435897,0.897142857,0.93482906,0.939047619,0.897142857,0.873333333,0.897435897,0.993029469,0.019951344,0.003,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,5,1,1,0.8,0,342,64,7,2,1,0.4,0,20240103_031302,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.954830918,0.978804348,0.963681875,0.974637681,1,0.978042328,0.98042328,0.977865613,0.886111111,0.91025641,0.914285714,0.952991453,0.954285714,0.914285714,0.893142857,0.91025641,0.998655,0.022632599,0.003,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,6,1,2,0.2,2,128,342,8,1,0,0.8,2,20240103_051229,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.963681875,1,1,1,1,1,0.877564103,0.900641026,0.902857143,0.952457265,0.954761905,0.902857143,0.881333333,0.900641026,0.99904172,0.025840759,0.0008,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,512,5,2,2,0,3,,,,,,,,20240103_052259,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.963681875,1,1,1,1,1,0.927136752,0.942307692,0.942857143,0.965811966,0.964761905,0.942857143,0.929142857,0.942307692,0.99854384,0.025782108,0.0008,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,17,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,5,2,0,0.4,3,,,,,,,,20240103_053403,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.966666667,0.983333333,0.963681875,0.983333333,1,0.985185185,0.985185185,0.982608696,0.913461538,0.929487179,0.931428571,0.951923077,0.954285714,0.931428571,0.918095238,0.929487179,0.998820889,0.019194126,0.008,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,10,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,5,1,1,0.2,3,,,,,,,,20240103_060930,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.971084967,0.986196078,0.963681875,0.984235294,1,0.986497175,0.987627119,0.985795918,0.912179487,0.926282051,0.925714286,0.956196581,0.956190476,0.925714286,0.912,0.926282051,0.997733774,0.018452883,0.008,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,9,1,2,0.4,3,,,,,,,,20240103_072658,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.989189189,0.994594595,0.963681875,0.994594595,1,0.995348837,0.995348837,0.994444444,0.864316239,0.884615385,0.885714286,0.922008547,0.924761905,0.885714286,0.86952381,0.884615385,0.994012878,0.018142223,0.005,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,64,6,1,2,0,0,,,,,,,,20240103_080224,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.971497585,0.987137681,0.963681875,0.982971014,1,0.985185185,0.987654321,0.986561265,0.944444444,0.958333333,0.96,0.977564103,0.98,0.96,0.948571429,0.958333333,0.998009971,0.02167964,0.002,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,64,9,1,2,0.2,3,64,64,6,1,0,0.7,0,20240103_082357,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,0.975,0.963681875,0.975,1,0.977777778,0.977777778,0.97312253,0.87457265,0.897435897,0.902857143,0.94017094,0.942857143,0.902857143,0.880190476,0.897435897,0.994012665,0.023959875,0.0008,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,8,2,2,0.1,0,342,128,9,1,0,0.4,0,20240103_095257,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.976811594,0.986956522,0.963681875,0.986956522,0.996296296,0.985185185,0.985185185,0.986561265,0.914529915,0.932692308,0.931428571,0.958333333,0.957142857,0.931428571,0.916190476,0.932692308,0.999299178,0.022418499,0.0008,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,5,1,2,0.6,0,256,512,6,1,0,0.1,3,20240103_105356,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.963681875,1,1,1,1,1,0.913247863,0.932692308,0.937142857,0.962606838,0.964761905,0.937142857,0.919619048,0.932692308,0.998249328,0.020188093,0.001,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,19,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,6,1,1,0.6,2,128,512,5,1,2,0.2,2,20240103_141828,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.979282051,0.988307692,0.963681875,0.990307692,0.998333333,0.989887006,0.988775895,0.988,0.912179487,0.932692308,0.937142857,0.965811966,0.964761905,0.937142857,0.917714286,0.932692308,0.997678832,0.017676592,0.005,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,64,9,1,2,0.1,3,,,,,,,,20240103_145226,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.963681875,1,1,1,1,1,0.86965812,0.894230769,0.897142857,0.93482906,0.933333333,0.897142857,0.875238095,0.894230769,0.997052543,0.027361631,0.002,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,7,2,2,0.4,2,,,,,,,,20240103_163946,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.978947368,0.989473684,0.963681875,0.986842105,0.997727273,0.986363636,0.987878788,0.988888889,0.872649573,0.894230769,0.897142857,0.927350427,0.927619048,0.897142857,0.877714286,0.894230769,0.99725442,0.02519393,0.007,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,512,6,1,1,0.6,3,512,342,7,2,2,0,3,20240103_173020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.986771242,0.994039216,0.963681875,0.992078431,1,0.993220339,0.994350282,0.993918367,0.903846154,0.923076923,0.925714286,0.960470085,0.961904762,0.925714286,0.90952381,0.923076923,0.998452271,0.017712831,0.004,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,5,1,1,0.6,2,,,,,,,,20240103_180145,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.976156863,0.988078431,0.963681875,0.988078431,1,0.986440678,0.986440678,0.987836735,0.911324786,0.926282051,0.925714286,0.948717949,0.945714286,0.925714286,0.912380952,0.926282051,0.996424976,0.019434452,0.008,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,64,6,2,2,0,0,64,128,6,1,1,0.2,0,20240103_180411,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.963681875,1,1,1,1,1,0.853846154,0.884615385,0.885714286,0.943376068,0.943809524,0.885714286,0.85752381,0.884615385,0.994818472,0.025057793,0.004,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,8,2,1,0.1,0,,,,,,,,20240103_185519,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.971497585,0.987137681,0.963681875,0.982971014,1,0.985449735,0.987830688,0.986561265,0.875,0.900641026,0.902857143,0.947649573,0.947619048,0.902857143,0.880952381,0.900641026,0.994841258,0.019084454,0.002,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,64,7,1,1,0.5,0,,,,,,,,20240103_193444,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.963681875,1,1,1,1,1,0.895543346,0.916666667,0.92,0.955555556,0.955047619,0.92,0.897578231,0.916666667,0.996572764,0.025620937,0.001,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,5,1,2,0.2,3,,,,,,,,20240103_194156,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.963681875,1,1,1,1,1,0.943376068,0.951923077,0.954285714,0.96474359,0.965714286,0.954285714,0.946666667,0.951923077,0.999410338,0.029146194,0.006,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,12,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,9,1,0,0.7,3,,,,,,,,20240103_194608,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.979282051,0.990307692,0.963681875,0.988307692,1,0.989830508,0.990960452,0.989959184,0.905555556,0.919871795,0.92,0.941239316,0.943809524,0.92,0.907809524,0.919871795,0.993496045,0.01761651,0.007,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,8,2,2,0.8,0,,,,,,,,20240103_202313,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.989189189,0.994594595,0.963681875,0.994594595,1,0.995348837,0.995348837,0.994444444,0.894444444,0.913461538,0.914285714,0.948717949,0.948571429,0.914285714,0.895619048,0.913461538,0.989240003,0.018094778,0.003,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,8,2,2,0.1,0,,,,,,,,20240103_203456,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.978378378,0.989189189,0.963681875,0.989189189,1,0.990697674,0.990697674,0.988888889,0.903632479,0.919871795,0.925714286,0.946581197,0.947619048,0.925714286,0.910095238,0.919871795,0.998802363,0.018270254,0.004,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,5,1,2,0.6,2,,,,,,,,20240104_025816,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.981485928,0.990036014,0.963681875,0.990116046,0.998305085,0.989887006,0.989887006,0.989918367,0.908974359,0.919871795,0.92,0.945512821,0.946666667,0.92,0.911047619,0.919871795,0.99699675,0.024122715,0.002,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,64,6,1,1,0.1,0,64,612,7,1,2,0.1,0,20240104_031837,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.992792793,0.997297297,0.963681875,0.994594595,1,0.995454545,0.996969697,0.997222222,0.881410256,0.903846154,0.902857143,0.93482906,0.936190476,0.902857143,0.882857143,0.903846154,0.995320824,0.023627996,0.003,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,6,2,1,0.5,0,342,512,9,2,2,0.4,2,20240104_035037,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.973542484,0.988078431,0.963681875,0.984156863,1,0.986497175,0.98873823,0.987836735,0.924145299,0.939102564,0.937142857,0.96474359,0.965714286,0.937142857,0.925714286,0.939102564,0.999225922,0.017781973,0.004,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,17,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,6,2,0,0.7,3,,,,,,,,20240104_044340,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.937555556,0.9675,0.963681875,0.967333333,1,0.963227513,0.968077601,0.965217391,0.891880342,0.916666667,0.925714286,0.956196581,0.959047619,0.925714286,0.90247619,0.916666667,0.995376404,0.021785975,0.007,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,9,2,0,0,3,256,128,5,1,1,0.5,2,20240104_064118,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.931555556,0.967,0.963681875,0.963166667,0.996296296,0.963492063,0.961022928,0.965217391,0.888888889,0.907051282,0.908571429,0.946581197,0.946666667,0.908571429,0.893333333,0.907051282,0.996516119,0.025543451,0.004,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,512,6,2,0,0.5,0,512,128,9,2,0,0.2,3,20240104_085615,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.963681875,1,1,1,1,1,0.905982906,0.929487179,0.931428571,0.961538462,0.965714286,0.931428571,0.912380952,0.929487179,0.998323648,0.024866343,0.005,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,17,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,7,1,0,0.3,0,196,64,5,2,1,0.5,2,20240104_104050,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.966666667,0.983333333,0.963681875,0.983333333,1,0.978306878,0.978306878,0.982608696,0.899358974,0.916666667,0.92,0.945512821,0.94952381,0.92,0.905333333,0.916666667,0.997881349,0.028258801,0.001,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,21,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,7,1,1,0.2,3,342,64,8,2,2,0.2,0,20240104_110107,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.989437908,0.994039216,0.963681875,0.994078431,0.998333333,0.993276836,0.993295669,0.994,0.867307692,0.887820513,0.891428571,0.929487179,0.92952381,0.891428571,0.872952381,0.887820513,0.997199266,0.024501085,0.0008,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,17,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,512,8,2,2,0.1,0,512,512,8,2,0,0.6,3,20240104_114713,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.983333333,0.991666667,0.963681875,0.991666667,1,0.992592593,0.992592593,0.991304348,0.907509158,0.929487179,0.931428571,0.967307692,0.967428571,0.931428571,0.909387755,0.929487179,0.997770188,0.019289732,0.006,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,8,2,0,0.8,3,,,,,,,,20240104_115116,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.982608696,0.991304348,0.963681875,0.991304348,1,0.992592593,0.992592593,0.990909091,0.918803419,0.939102564,0.942857143,0.967948718,0.971428571,0.942857143,0.925714286,0.939102564,0.998341749,0.02188611,0.003,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,612,7,1,1,0.7,3,612,612,8,2,0,0.3,2,20240104_132123,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.963681875,1,1,1,1,1,0.873931624,0.897435897,0.902857143,0.941239316,0.944761905,0.902857143,0.882857143,0.897435897,0.994783335,0.021436214,0.003,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,20,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,8,1,1,0.8,0,,,,,,,,20240104_145645,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.992,0.996,0.963681875,0.996,1,0.996610169,0.996610169,0.995918367,0.883119658,0.907051282,0.914285714,0.949786325,0.951428571,0.914285714,0.891619048,0.907051282,0.998765735,0.019625664,0.003,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,64,9,1,1,0.1,2,64,256,9,1,1,0,2,20240104_151236,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.963681875,1,1,1,1,1,0.911752137,0.926282051,0.925714286,0.950854701,0.94952381,0.925714286,0.913142857,0.926282051,0.990713412,0.029850006,0.003,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,612,7,2,0,0.4,0,,,,,,,,20240104_151407,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96,0.98,0.963681875,0.98,1,0.981818182,0.981818182,0.977777778,0.878632479,0.900641026,0.902857143,0.94017094,0.94,0.902857143,0.883619048,0.900641026,0.990732365,0.022110224,0.008,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,612,7,1,0,0.3,2,,,,,,,,20240104_161346,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
